Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (Âµg),Folate (Âµg),Vitamin A (Âµg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (Âµg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (Âµg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2026-04-14,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Lunch","Goat + rice 1","1.00 Plate",715.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.00,62.00,,,,,,,32.00,,,,,,,,,,,,,,,,,,,,46.00,,,,,""
2026-04-14,"Lunch","Black Forest, Juicy Burst, Mixed Fruit","2.22 x 8.0 pieces",200.00,,,,,,,,,,,,,688.89,68.89,,11.33,,,,,,,,,,77.78,,48.89,48.89,,,,,37.78,37.78,0.00,,,,,,,,,,,,,,,,,,,,2.22,,,,,"Sweets"
2026-04-14,"Lunch","Halos, California Mandarins","1.00 Mandarin",47.00,,,,,74.95,0.05,0.03,0.33,0.19,0.07,,14.08,180.00,23.40,,0.18,,25.00,0.04,0.13,10.56,0.03,17.60,146.08,0.09,2.00,0.06,10.40,12.00,1.60,,,0.84,9.30,,0.27,0.00,0.05,0.06,0.03,,0.02,,,,0.04,,,0.00,0.01,0.01,0.02,0.03,0.00,0.02,0.71,0.01,0.00,0.01,0.02,"Fruits and Fruit Juices"
2026-04-14,"Snacks","Raising Cane's, Crinkle Cut Fries","1.00 Serving",390.00,,,,,,,,,,,,,,,,,,,,,,,,,,310.00,,42.00,49.00,7.00,,,,1.00,,19.00,0.00,,,2.00,0.00,,,,,,,,,,,,,,,5.00,,,,,"Restaurant Foods"
2026-04-15,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Uncategorized","Dunkin' Donuts, Boston Kreme Donut","1.00 donut",270.00,,,,,,,,,,,,,,,40.00,,,33.00,,2.00,,,,81.00,,320.00,,38.00,39.00,1.00,,,,18.00,17.00,11.00,0.00,,,4.50,0.00,,,,,,,,,,,,,,,5.00,,,,,"Sweets"
2026-04-15,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Uncategorized","Halos, California Mandarins","1.00 Mandarin",47.00,,,,,74.95,0.05,0.03,0.33,0.19,0.07,,14.08,180.00,23.40,,0.18,,25.00,0.04,0.13,10.56,0.03,17.60,146.08,0.09,2.00,0.06,10.40,12.00,1.60,,,0.84,9.30,,0.27,0.00,0.05,0.06,0.03,,0.02,,,,0.04,,,0.00,0.01,0.01,0.02,0.03,0.00,0.02,0.71,0.01,0.00,0.01,0.02,"Fruits and Fruit Juices"
2026-04-15,"Breakfast","Quiche","1.00 medium",312.51,0.00,0.00,415.23,9.54,157.00,0.16,0.75,0.73,1.54,0.37,1.11,177.60,721.70,9.07,87.00,3.66,447.76,282.24,0.17,4.69,91.43,0.87,227.49,716.01,32.23,2184.49,1.96,10.35,12.76,2.36,1.95,0.41,0.00,6.30,0.00,17.20,383.00,7.45,2.12,5.01,0.00,0.20,0.12,0.04,0.01,1.86,0.15,1.25,0.33,0.36,0.83,1.30,1.08,0.44,0.80,27.53,0.73,0.19,0.62,0.93,""
2026-04-15,"Breakfast","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-15,"Lunch","Chicken pasta Alfredo","1.00 plate",723.25,0.00,0.00,3.45,22.99,305.38,1.05,0.81,29.92,4.09,2.32,0.54,60.70,124.40,73.02,19.90,2.92,5.58,141.82,0.15,3.65,85.25,0.19,584.01,1268.94,59.02,260.84,1.98,59.92,64.65,4.58,0.96,0.77,0.00,8.06,0.00,18.01,208.30,5.12,1.64,5.26,0.02,0.12,0.05,0.01,0.01,1.32,0.03,0.81,0.62,2.18,2.86,4.82,5.61,1.51,2.38,72.83,2.63,0.74,2.10,3.03,""
2026-04-15,"Lunch","Doritos, Tortilla Chips, Spicy Sweet Chili","1.00 package",260.00,,,,,,,,,,,,,60.00,0.00,0.00,,,50.00,,0.50,,,,80.00,,490.00,,29.00,31.00,2.00,,,,2.00,1.00,13.00,0.00,,,2.00,0.00,,,,,,,,,,,,,,,3.00,,,,,"Snacks"
2026-04-15,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-15,"Lunch","Black Forest, Juicy Burst, Mixed Fruit","2.22 x 8.0 pieces",200.00,,,,,,,,,,,,,688.89,68.89,,11.33,,,,,,,,,,77.78,,48.89,48.89,,,,,37.78,37.78,0.00,,,,,,,,,,,,,,,,,,,,2.22,,,,,"Sweets"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Chicken pasta Alfredo","1.00 plate",723.25,0.00,0.00,3.45,22.99,305.38,1.05,0.81,29.92,4.09,2.32,0.54,60.70,124.40,73.02,19.90,2.92,5.58,141.82,0.15,3.65,85.25,0.19,584.01,1268.94,59.02,260.84,1.98,59.92,64.65,4.58,0.96,0.77,0.00,8.06,0.00,18.01,208.30,5.12,1.64,5.26,0.02,0.12,0.05,0.01,0.01,1.32,0.03,0.81,0.62,2.18,2.86,4.82,5.61,1.51,2.38,72.83,2.63,0.74,2.10,3.03,""
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Breakfast","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-16,"Breakfast","Halos, California Mandarins","1.00 Mandarin",47.00,,,,,74.95,0.05,0.03,0.33,0.19,0.07,,14.08,180.00,23.40,,0.18,,25.00,0.04,0.13,10.56,0.03,17.60,146.08,0.09,2.00,0.06,10.40,12.00,1.60,,,0.84,9.30,,0.27,0.00,0.05,0.06,0.03,,0.02,,,,0.04,,,0.00,0.01,0.01,0.02,0.03,0.00,0.02,0.71,0.01,0.00,0.01,0.02,"Fruits and Fruit Juices"
2026-04-16,"Lunch","Goat + rice 1","1.00 Plate",715.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.00,62.00,,,,,,,32.00,,,,,,,,,,,,,,,,,,,,46.00,,,,,""
2026-04-16,"Lunch","Black Forest, Juicy Burst, Mixed Fruit","2.22 x 8.0 pieces",200.00,,,,,,,,,,,,,688.89,68.89,,11.33,,,,,,,,,,77.78,,48.89,48.89,,,,,37.78,37.78,0.00,,,,,,,,,,,,,,,,,,,,2.22,,,,,"Sweets"
2026-04-16,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-16,"Snacks","Publix, Red Velvet Sliced Loaf Cake With Cream Cheese Icing, Red Velvet","1.00 slice",190.00,,,,,,,,,,,,,,,0.00,,,30.00,,0.80,,,,80.00,,140.00,,26.00,27.00,1.00,,,,18.00,17.00,8.00,25.00,,,1.50,0.00,,,,,,,,,,,,,,,2.00,,,,,""
2026-04-17,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-17,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-17,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-17,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-17,"Uncategorized","Doritos, Tortilla Chips, Spicy Sweet Chili","1.00 package",260.00,,,,,,,,,,,,,60.00,0.00,0.00,,,50.00,,0.50,,,,80.00,,490.00,,29.00,31.00,2.00,,,,2.00,1.00,13.00,0.00,,,2.00,0.00,,,,,,,,,,,,,,,3.00,,,,,"Snacks"
2026-04-17,"Uncategorized","Michelob Ultra, Superior Light Beer","2.67 x 12.0 fl. oz.",253.33,31.81,,,,906.01,,,,,,,,,,,,,,,,,,,,,,,6.93,6.93,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,1.60,,,,,"Beverages"
2026-04-17,"Uncategorized","Corona Extra, Beer","1.00 x 12.0 fl.oz",148.00,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90,13.90,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,1.20,,,,,"Beverages"
2026-04-17,"Uncategorized","Tito's, Handmade Vodka","1.70 x 1.5 oz",166.60,24.14,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Beverages"
2026-04-17,"Uncategorized","Tito's, Handmade Vodka","4.00 x 1.5 oz",392.00,56.80,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Beverages"
2026-04-17,"Breakfast","Home coffee","1.00 full recipe",164.98,0.00,125.68,0.85,0.00,292.36,0.10,0.24,1.31,0.62,0.11,0.92,0.00,53.94,0.00,65.59,0.09,0.59,220.11,0.02,0.18,35.00,0.07,184.63,397.85,3.82,72.19,0.75,23.41,23.42,0.00,0.00,0.00,0.00,20.38,12.48,5.49,20.50,1.18,0.19,3.18,0.19,0.03,0.02,0.00,0.00,0.16,0.01,0.14,0.04,0.17,0.30,0.59,0.51,0.15,0.29,6.07,0.27,0.07,0.28,0.36,""
2026-04-17,"Breakfast","Quiche","1.00 medium",270.81,0.00,0.00,414.93,8.80,156.93,0.16,0.75,0.67,1.53,0.36,1.11,177.05,714.50,9.01,87.00,2.97,444.85,281.50,0.17,4.63,90.65,0.87,226.22,709.59,32.21,2182.42,1.90,10.09,12.45,2.31,1.93,0.38,0.00,6.10,0.00,12.49,383.00,4.11,1.59,4.34,0.00,0.16,0.11,0.04,0.01,1.38,0.15,1.23,0.33,0.36,0.83,1.29,1.08,0.44,0.79,27.46,0.73,0.19,0.62,0.93,""
2026-04-17,"Lunch","Chicken pasta Alfredo","1.00 plate",723.25,0.00,0.00,3.45,22.99,305.38,1.05,0.81,29.92,4.09,2.32,0.54,60.70,124.40,73.02,19.90,2.92,5.58,141.82,0.15,3.65,85.25,0.19,584.01,1268.94,59.02,260.84,1.98,59.92,64.65,4.58,0.96,0.77,0.00,8.06,0.00,18.01,208.30,5.12,1.64,5.26,0.02,0.12,0.05,0.01,0.01,1.32,0.03,0.81,0.62,2.18,2.86,4.82,5.61,1.51,2.38,72.83,2.63,0.74,2.10,3.03,""
2026-04-17,"Lunch","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-17,"Snacks","Tito's, Handmade Vodka","1.25 x 1.5 oz",122.50,17.75,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Beverages"
2026-04-17,"Snacks","Tito's, Handmade Vodka","1.25 x 1.5 oz",122.50,17.75,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,0.00,0.00,,,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-18,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
